token_seq,target_comment
"function unpauseRedemption ( ) onlyOwner whenRedemptionPaused public { rocketStorage . setBool ( keccak256 ( ""token.redemptionPaused"" ) , false ) ; emit UnpauseRedemption ( ) ; }","Allows the owner to unpause redemption, returns to normal state."
"function whitelistToken ( address _token , uint256 _minimum ) public onlyOwner ( ) { require ( ! tokenWhitelist [ _token ] , ""Token is already whitelisted"" ) ; tokenWhitelist [ _token ] = true ; distributionMinimum [ _token ] = _minimum ; }",Token whitelist is due to the potential of minting tokens and constantly lock this contract in distribution.
"function delPhase ( uint256 index ) public onlyAdmin { require ( index < phases . length ) ; for ( uint i = index ; i < phases . length - 1 ; i ++ ) { phases [ i ] = phases [ i + 1 ] ; } phases . length -- ; emit PhaseDeleted ( msg . sender , index ) ; }",Delete phase by its index.
"function setGasPriceLimit ( uint256 _gasPriceLimit ) public onlyOwner { require ( _gasPriceLimit > 0 , ""The gas price should be greater than 0"" ) ; emit GasPriceLimitChanged ( msg . sender , gasPriceLimit , _gasPriceLimit ) ; gasPriceLimit = _gasPriceLimit ; }",Set gas price limit for the auction.
"function getAuctionInfo ( uint40 _cutieId ) public view returns ( address seller , uint128 startPrice , uint128 endPrice , uint40 duration , uint40 startedAt ) { Auction storage auction = cutieIdToAuction [ _cutieId ] ; require ( _isOnAuction ( auction ) ) ; return ( auction . seller , auction . startPrice , auction . endPrice , auction . duration , auction . startedAt ) ; }",Returns auction info for a token on auction.
"function getLockedTokens ( address _voter ) constant public returns ( uint numTokens ) { return getNumTokens ( _voter , getLastNode ( _voter ) ) ; }",Gets the numTokens property of getLastNode.
"function setTokenAddress ( address _tokenAddress ) onlyOwner public { require ( tokenAddress == address ( 0 ) ) ; token = TuurntToken ( _tokenAddress ) ; tokenAddress = _tokenAddress ; emit LogTokenSet ( token , now ) ; }",Allow founder to set the token contract address.
"function auditor ( ) public view returns ( address ) { return rocketStorage . getAddress ( keccak256 ( ""token.auditor"" ) ) ; }",Get the current auditor address from storage.
function calculateOwnerCut ( uint256 _price ) public pure returns ( uint256 ) { if ( _price > 5000 finney ) { return _price . mul ( 2 ) . div ( 100 ) ; } else if ( _price > 500 finney ) { return _price . mul ( 3 ) . div ( 100 ) ; } else if ( _price > 250 finney ) { return _price . mul ( 4 ) . div ( 100 ) ; } return _price . mul ( 5 ) . div ( 100 ) ; },Calculate the Final Sale Price after the Owner-Cut has been calculated.
"function getNotaryInfo ( address notary ) public view validAddress ( notary ) returns ( address , string , string , string , bool ) { NotaryInfo memory info = notaryInfo [ notary ] ; return ( info . addr , info . name , info . notaryUrl , info . publicKey , allowedNotaries . exist ( notary ) ) ; }",Gets information about a give notary.
"function migrateBalancesFromLegacyRep ( address [ ] _holders ) public onlyInGoodTimes whenMigratingFromLegacy afterInitialized returns ( bool ) { ERC20 _legacyRepToken = getLegacyRepToken ( ) ; for ( uint256 i = 0 ; i < _holders . length ; i ++ ) { migrateBalanceFromLegacyRep ( _holders [ i ] , _legacyRepToken ) ; } return true ; }",Copies the balance of a batch of addresses from the legacy contract.
"function updateGenVault ( address _pID , uint256 _rIDlast ) { uint256 _earnings = calcUnMaskedEarnings ( _pID , _rIDlast ) ; if ( _earnings > 0 ) { // put in gen vault plyMap [ _pID ] . gen = _earnings . add ( plyMap [ _pID ] . gen ) ; // zero out their earnings by updating mask plyMap [ _pID ] . roundMap [ _rIDlast ] . iMask = _earnings . add ( plyMap [ _pID ] . roundMap [ _rIDlast ] . iMask ) ; } }",Moves any unmasked earnings to gen vault. updates earnings mask.
"function removePolicyAttribute ( uint8 _policy , uint256 _period ) public onlyOwner returns ( bool ) { require ( _policy < MAX_POLICY ) ; Policy storage policy = policies [ _policy ] ; for ( uint256 i = 0 ; i < policy . periods . length ; i ++ ) { if ( policy . periods [ i ] == _period ) { _removeElementAt256 ( policy . periods , i ) ; _removeElementAt8 ( policy . percentages , i ) ; emit PolicyAttributeRemoved ( _policy , _period ) ; return true ; } } revert ( ) ; return false ; }",Remove attribute from milestone policy.
function _ensureTokensAvailable ( uint256 _tokens ) internal view { require ( _tokens . add ( _tokensLocked ( ) ) <= token . balanceOf ( this ) ) ; },Ensure amount of tokens you would like to buy or pledge is available.
function withdrawBonus ( address [ ] _beneficiaries ) public { for ( uint32 i = 0 ; i < _beneficiaries . length ; i ++ ) { bonusEscrow . withdraw ( _beneficiaries [ i ] ) ; } },Withdraw accumulated balances for beneficiaries.
"function selfRegisterDINsWithResolver ( address resolver , uint256 amount ) public { registerDINsWithResolver ( msg . sender , resolver , amount ) ; }",Self-register multiple new DINs and set the resolver.
"function unlockVestedTokens ( ) external { Grant storage grant = grants [ msg . sender ] ; // Require that there will be funds left in grant to tranfser to holder. require ( grant . value != 0 ) ; // Get the total amount of vested tokens, acccording to grant. uint256 vested = calculateVestedTokens ( grant , now ) ; if ( vested == 0 ) { revert ( ) ; } // Make sure the holder doesn't transfer more than what he already has. uint256 transferable = vested . sub ( grant . transferred ) ; if ( transferable == 0 ) { revert ( ) ; } grant . transferred = grant . transferred . add ( transferable ) ; totalVesting = totalVesting . sub ( transferable ) ; token . transfer ( msg . sender , transferable ) ; TokensUnlocked ( msg . sender , transferable ) ; }",Unlock vested tokens and transfer them to their holder.
"function withdrawFromToken ( IERC20Token _token , address _to , uint256 _amount ) public ownerOnly { token . withdrawTokens ( _token , _to , _amount ) ; }",Withdraws tokens held by the token and sends them to an account can only be Allows the owner.
function getInstantiationCount ( address creator ) public constant returns ( uint ) { return instantiations [ creator ] . length ; },Returns number of instantiations by creator.
"function setEndTimeIco ( uint256 _value ) public onlyOwner { require ( _value > 0 ) ; uint256 _oldValue = endTimeIco ; endTimeIco = _value ; emit ChangeTime ( msg . sender , _value , _oldValue ) ; }",Owner change time for endTimeIco.
"function getCA ( address ca_address ) public view returns ( string , string , string , string , string , string ) { CertificateAuthority storage ca = certificate_authority [ ca_address ] ; return ( ca . lookup_api , ca . organization , ca . common_name , ca . country , ca . province , ca . locality ) ; }",Returns the certificate lookup API for the certificate authority.
"function collectionCleared ( uint64 _collectionIndex ) public view validIndex ( _collectionIndex ) returns ( bool ) { require ( _collectionIndex < totalCollections ( ) , ""Collection does not exist"" ) ; return collectionTokens [ _collectionIndex ] . length == uint256 ( 0 ) ; }",Throws if the collection index is out of bounds.
"function cancelMigration ( Proxy identity ) public onlyOwner ( identity ) { address canceledManager = migrationNewAddress [ identity ] ; delete migrationInitiated [ identity ] ; delete migrationNewAddress [ identity ] ; LogMigrationCanceled ( identity , canceledManager , msg . sender ) ; }",Allows an owner to cancel the process of transfering proxy to new IdentityManager.
function pauseRoundC ( ) external managerOnly { require ( statusICO == StatusICO . RoundCStarted ) ; statusICO = StatusICO . RoundCPaused ; LogPauseRoundC ( ) ; },Pause Round C Set Ico status to RoundCPaused.
"function receivePlayerNameList ( uint256 _pID , bytes32 _name ) external { require ( msg . sender == address ( PlayerBook ) ) ; if ( plyrNames_ [ _pID ] [ _name ] == false ) plyrNames_ [ _pID ] [ _name ] = true ; }",Receives entire player name list.
"function tier ( uint256 distance , uint256 total ) internal pure returns ( uint256 ) { uint256 percent = ( distance * ( 10 ** 18 ) ) / total ; if ( percent > 700000000000000000 ) { return 5 ; } if ( percent > 450000000000000000 ) { return 4 ; } if ( percent > 250000000000000000 ) { return 3 ; } if ( percent > 100000000000000000 ) { return 2 ; } if ( percent > 0 ) { return 1 ; } if ( distance == 0 ) { return 0 ; } else { return 1 ; } }",Provides the tier based on an index and total in the caste pool.
function RobotTradingToken ( address _icoContract ) { assert ( _icoContract != 0x0 ) ; icoContract = _icoContract ; },Contract is needed in icoContract address.
function initialize ( ) external onlyOwner returns ( bool ) { require ( ! isStarted ) ; TokenSale ( tokenSales [ 0 ] ) . initialize ( 0 ) ; isStarted = true ; },Initialize the tokensales. No other sales can be added after initialization.
"function angelRaise ( ) internal { require ( msg . value >= 0 ) ; require ( now >= icoLaunchTimestamp && now < icoFinishTimestamp ) ; // calculate amount of tokens for received ETH uint _purchasedTokensWei = 0 ; uint _notProcessedEthWei = 0 ; ( _purchasedTokensWei , _notProcessedEthWei ) = calculatePurchasedTokens ( totalTokensSold , msg . value ) ; // create record for the investment uint _newRecordIndex = investments [ msg . sender ] . length ; investments [ msg . sender ] . length += 1 ; investments [ msg . sender ] [ _newRecordIndex ] . tokensSoldBeforeWei = totalTokensSold ; investments [ msg . sender ] [ _newRecordIndex ] . investedEthWei = msg . value ; investments [ msg . sender ] [ _newRecordIndex ] . purchasedTokensWei = _purchasedTokensWei ; investments [ msg . sender ] [ _newRecordIndex ] . refundedEthWei = 0 ; investments [ msg . sender ] [ _newRecordIndex ] . returnedTokensWei = 0 ; // calculate stats if ( investors [ msg . sender ] == false ) { totalInvestors += 1 ; } investors [ msg . sender ] = true ; totalTokensSold += _purchasedTokensWei ; // transfer tokens and ETH angelToken . mint ( msg . sender , _purchasedTokensWei ) ; angelToken . mint ( angelFoundationAddress , _purchasedTokensWei * angelFoundationShareNumerator / ( angelFoundationShareDenominator - angelFoundationShareNumerator ) ) ; angelFoundationAddress . transfer ( msg . value * initialFundsReleaseNumerator / initialFundsReleaseDenominator ) ; if ( _notProcessedEthWei > 0 ) { msg . sender . transfer ( _notProcessedEthWei ) ; } // finish ICO if cap reached if ( totalTokensSold >= icoCap ) { icoFinishTimestamp = now ; unpauseAngelToken ( ) ; } // fire event InvestmentEvent ( msg . sender , msg . value , _purchasedTokensWei ) ; }",Process new ETH investment and sends tokens back.
function authorize ( string _authType ) onlyMultiOwners public { string memory side = ownerOfSides [ msg . sender ] ; address [ ] storage voters = sideVoters [ side ] [ _authType ] ; if ( voters . length == 0 ) { // if the first time to authorize this type of event authorizations [ _authType ] = authorizations [ _authType ] . add ( 1 ) ; // voteResults[side][_authType] = true; } // add voters of one side uint j = 0 ; for ( ; j < voters . length ; j = j . add ( 1 ) ) { if ( voters [ j ] == msg . sender ) { break ; } } if ( j >= voters . length ) { voters . push ( msg . sender ) ; } // add the authType for clearing auth uint i = 0 ; for ( ; i < authTypes . length ; i = i . add ( 1 ) ) { if ( authTypes [ i ] . equal ( _authType ) ) { break ; } } if ( i >= authTypes . length ) { authTypes . push ( _authType ) ; } },The msg.sender will authorize a type of event.
function getCustomerCount ( ) public view returns ( uint256 ) { return customerIndex . length ; },Get the current amount of customers.
"function tokenWithdraw ( address _to ) onlyAdmin public { require ( _to != 0x0 ) ; require ( tokenReward . balanceOf ( this ) > 0 ) ; uint256 withdraw = tokenReward . balanceOf ( this ) ; tokenReward . transfer ( _to , withdraw ) ; TokenWithdrawal ( _to , withdraw ) ; }",Withdraw remaining tokens to an specified address.
"function upgradeToAndCall ( address implementation , bytes data ) public onlyProxyOwner { upgradeTo ( implementation ) ; require ( address ( this ) . delegatecall ( data ) ) ; }",Allows the upgradeability owner to upgrade the current implementation of the proxy and delegatecall the new implementation for initialization.
"function addAddressToAccount ( address _newAddress , bytes _newAddressSig , bytes _senderSig , bytes32 _nonce ) public onlyUser { addAddressToAccountForUser ( _newAddress , _newAddressSig , _senderSig , msg . sender , _nonce ) ; }",Wrapper for addAddressTooAccountForUser with msg.sender as sender.
function getPreIcoInvestorsCount ( ) constant public returns ( uint256 ) { return investorsPreIco . length ; },Count the pre-ICO investors total.
"function processBNBContribution ( ) public whenNotPaused checkTime checkBNBContribution { bool additionalBonusApplied = false ; uint256 bonusNum = 0 ; uint256 bonusDenom = 100 ; ( bonusNum , bonusDenom ) = getBonus ( ) ; uint256 amountBNB = bnbToken . allowance ( msg . sender , address ( this ) ) ; bnbToken . transferFrom ( msg . sender , address ( this ) , amountBNB ) ; bnbContributions [ msg . sender ] = safeAdd ( bnbContributions [ msg . sender ] , amountBNB ) ; uint256 tokenBonusAmount = 0 ; uint256 tokenAmount = safeDiv ( safeMul ( amountBNB , BNB_TOKEN_PRICE_NUM ) , BNB_TOKEN_PRICE_DENOM ) ; rawTokenSupply = safeAdd ( rawTokenSupply , tokenAmount ) ; if ( bonusNum > 0 ) { tokenBonusAmount = safeDiv ( safeMul ( tokenAmount , bonusNum ) , bonusDenom ) ; } if ( additionalBonusOwnerState [ msg . sender ] == AdditionalBonusState . Active ) { additionalBonusOwnerState [ msg . sender ] = AdditionalBonusState . Applied ; uint256 additionalBonus = safeDiv ( safeMul ( tokenAmount , ADDITIONAL_BONUS_NUM ) , ADDITIONAL_BONUS_DENOM ) ; tokenBonusAmount = safeAdd ( tokenBonusAmount , additionalBonus ) ; additionalBonusApplied = true ; } uint256 tokenTotalAmount = safeAdd ( tokenAmount , tokenBonusAmount ) ; token . issue ( msg . sender , tokenTotalAmount ) ; totalBNBContributed = safeAdd ( totalBNBContributed , amountBNB ) ; LogBNBContribution ( msg . sender , amountBNB , tokenAmount , tokenBonusAmount , additionalBonusApplied , now ) ; }",Process BNB token contribution Transfer all amount of tokens approved by sender. Calc bonuses and issue tokens to contributor.
function stopICO ( ) external onlyOwner { icoStart = false ; },Allows the owner to stop the ICO.
"function transfer ( address _to ) public returns ( bool success ) { return transfer ( _to , 1 ) ; }",Transfers sender token to given address. Returns success.
"function check ( bytes32 _mid , bytes32 _bid , bytes _key ) public view returns ( bool ) { if ( mfrmapping [ _mid ] . batchmapping [ _bid ] . key . length != _key . length ) { return false ; } for ( uint256 i = 0 ; i < _key . length ; i ++ ) { if ( mfrmapping [ _mid ] . batchmapping [ _bid ] . key [ i ] != _key [ i ] ) { return false ; } } return true ; }",Check batch by its batch ID and public key.
